topic,claim,evidence_text,evidence_type,stance,claim_evidence_overlap,generator_input,generator_target
This house believes that Israel's 2008-2009 military operations against Gaza were justified,the Israeli military operation was directed at the people of Gaza as a whole,"The United Nations Fact Finding Mission on the Gaza Conflict concluded that the Israeli military operation was directed at the people of Gaza as a whole, in furtherance of an overall and continuing policy aimed at punishing the Gaza population, and in a deliberate policy of disproportionate force aimed at the civilian population [REF",nan,support,0.3514,"Topic: This house believes that Israel's 2008-2009 military operations against Gaza were justified Evidence: The United Nations Fact Finding Mission on the Gaza Conflict concluded that the Israeli military operation was directed at the people of Gaza as a whole, in furtherance of an overall and continuing policy aimed at punishing the Gaza population, and in a deliberate policy of disproportionate force aimed at the civilian population [REF Generate an argument.",the Israeli military operation was directed at the people of Gaza as a whole
This house believes that Israel's 2008-2009 military operations against Gaza were justified,the Israeli military operation was directed at the people of Gaza as a whole,"Retired U.S. Army colonel Douglas Macgregor gave his opinion as: ""They went in heavy, with lots of firepower. But at the same time, because of good intel and other improvements, they were able to be selective and cut down on collateral damage.""[REF",nan,support,0.08,"Topic: This house believes that Israel's 2008-2009 military operations against Gaza were justified Evidence: Retired U.S. Army colonel Douglas Macgregor gave his opinion as: ""They went in heavy, with lots of firepower. But at the same time, because of good intel and other improvements, they were able to be selective and cut down on collateral damage.""[REF Generate an argument.",the Israeli military operation was directed at the people of Gaza as a whole
This house believes that Israel's 2008-2009 military operations against Gaza were justified,the Israeli military operation was directed at the people of Gaza as a whole,"Testimonies from Israeli soldiers allegedly admitting indiscriminate killings of civilians, as well as vandalizing homes, were reported in March 2009 [REF",nan,support,0.1,"Topic: This house believes that Israel's 2008-2009 military operations against Gaza were justified Evidence: Testimonies from Israeli soldiers allegedly admitting indiscriminate killings of civilians, as well as vandalizing homes, were reported in March 2009 [REF Generate an argument.",the Israeli military operation was directed at the people of Gaza as a whole
This house believes that Israel's 2008-2009 military operations against Gaza were justified,the Israeli military operation was directed at the people of Gaza as a whole,"In July 2009, the Israeli NGO Breaking the Silence published testimony from 26 soldiers (two junior officers and the rest is enlisted personnel) who took part in the Gaza assault and which claimed that the IDF used Gazans as human shields, improperly fired incendiary white phosphorus shells over civilian areas and used overwhelming firepower that caused needless deaths and destruction [REF",nan,oppose,0.0667,"Topic: This house believes that Israel's 2008-2009 military operations against Gaza were justified Evidence: In July 2009, the Israeli NGO Breaking the Silence published testimony from 26 soldiers (two junior officers and the rest is enlisted personnel) who took part in the Gaza assault and which claimed that the IDF used Gazans as human shields, improperly fired incendiary white phosphorus shells over civilian areas and used overwhelming firepower that caused needless deaths and destruction [REF Generate an argument.",the Israeli military operation was directed at the people of Gaza as a whole
This house believes that Israel's 2008-2009 military operations against Gaza were justified,the Israeli military operation was directed at the people of Gaza as a whole,"Colonel Richard Kemp, former commander of British forces in Afghanistan, in his address to the UNHRC asserted that during the conflict, the Israel Defense Forces ""did more to safeguard the rights of civilians in a combat zone than any other army in the history of warfare"" and that Palestinian civilian casualties were a consequence of Hamas' way of fighting, which involved using human shields as a matter of policy, and deliberate attempts to sacrifice their own civilians. He added that Israel took extraordinary measures to give Gaza civilians notice of targeted areas and aborted potentially effective missions in order to prevent civilian casualties [REF",nan,oppose,0.061,"Topic: This house believes that Israel's 2008-2009 military operations against Gaza were justified Evidence: Colonel Richard Kemp, former commander of British forces in Afghanistan, in his address to the UNHRC asserted that during the conflict, the Israel Defense Forces ""did more to safeguard the rights of civilians in a combat zone than any other army in the history of warfare"" and that Palestinian civilian casualties were a consequence of Hamas' way of fighting, which involved using human shields as a matter of policy, and deliberate attempts to sacrifice their own civilians. He added that Israel took extraordinary measures to give Gaza civilians notice of targeted areas and aborted potentially effective missions in order to prevent civilian casualties [REF Generate an argument.",the Israeli military operation was directed at the people of Gaza as a whole
This house believes that Israel's 2008-2009 military operations against Gaza were justified,the Israeli military operation was directed at the people of Gaza as a whole,"On April 1, 2011, Judge Richard Goldstone, the lead author of the UN report on the conflict, published a piece in the Washington Post titled 'Reconsidering the Goldstone Report on Israel and war crimes'. Goldstone noted that the subsequent investigations conducted by Israel ""indicate that civilians were not intentionally targeted as a matter of policy",nan,support,0.08,"Topic: This house believes that Israel's 2008-2009 military operations against Gaza were justified Evidence: On April 1, 2011, Judge Richard Goldstone, the lead author of the UN report on the conflict, published a piece in the Washington Post titled 'Reconsidering the Goldstone Report on Israel and war crimes'. Goldstone noted that the subsequent investigations conducted by Israel ""indicate that civilians were not intentionally targeted as a matter of policy Generate an argument.",the Israeli military operation was directed at the people of Gaza as a whole
This house believes that Israel's 2008-2009 military operations against Gaza were justified,the Israeli military operation was directed at the people of Gaza as a whole,"On April 1, 2011, Goldstone wrote an op-ed that appeared in the Washington Post in which he stated that he no longer believes the report's finding that Israel targeted Palestinian civilians as a matter of policy",nan,support,0.0976,"Topic: This house believes that Israel's 2008-2009 military operations against Gaza were justified Evidence: On April 1, 2011, Goldstone wrote an op-ed that appeared in the Washington Post in which he stated that he no longer believes the report's finding that Israel targeted Palestinian civilians as a matter of policy Generate an argument.",the Israeli military operation was directed at the people of Gaza as a whole
This house believes that Israel's 2008-2009 military operations against Gaza were justified,"during the conflict, the Israel Defense Forces ""did more to safeguard the rights of civilians in a combat zone than any other army in the history of warfare","At least 230 Palestinians were killed and more than 700 injured on the first day of air strikes. Civilians, including children, were among the casualties . Human rights groups critically note that the attacks began around the time children were leaving school [REF","[STUDY, ANECDOTAL]",support,0.1132,"Topic: This house believes that Israel's 2008-2009 military operations against Gaza were justified Evidence: At least 230 Palestinians were killed and more than 700 injured on the first day of air strikes. Civilians, including children, were among the casualties . Human rights groups critically note that the attacks began around the time children were leaving school [REF Generate an argument.","during the conflict, the Israel Defense Forces ""did more to safeguard the rights of civilians in a combat zone than any other army in the history of warfare"
This house believes that Israel's 2008-2009 military operations against Gaza were justified,"during the conflict, the Israel Defense Forces ""did more to safeguard the rights of civilians in a combat zone than any other army in the history of warfare","A study by the Center for Strategic and International Studies points out that when possible, IAF executed strikes using the smallest precision-guided weapons, and coordinated air strikes and the use of artillery weapons using GPS, in a systematic effort to limit collateral damage [REF",nan,support,0.0909,"Topic: This house believes that Israel's 2008-2009 military operations against Gaza were justified Evidence: A study by the Center for Strategic and International Studies points out that when possible, IAF executed strikes using the smallest precision-guided weapons, and coordinated air strikes and the use of artillery weapons using GPS, in a systematic effort to limit collateral damage [REF Generate an argument.","during the conflict, the Israel Defense Forces ""did more to safeguard the rights of civilians in a combat zone than any other army in the history of warfare"
This house believes that Israel's 2008-2009 military operations against Gaza were justified,"during the conflict, the Israel Defense Forces ""did more to safeguard the rights of civilians in a combat zone than any other army in the history of warfare","In a 2009 interview, Major General Ido Nehushtan said that the only use of non-precision-guided munitions from the Israeli Air Force was in open areas . He went on to say: ""We had to find ways to do things as precisely and proportionately as possible, while focusing on how to differentiate between terrorists and uninvolved civilians [REF",nan,support,0.0896,"Topic: This house believes that Israel's 2008-2009 military operations against Gaza were justified Evidence: In a 2009 interview, Major General Ido Nehushtan said that the only use of non-precision-guided munitions from the Israeli Air Force was in open areas . He went on to say: ""We had to find ways to do things as precisely and proportionately as possible, while focusing on how to differentiate between terrorists and uninvolved civilians [REF Generate an argument.","during the conflict, the Israel Defense Forces ""did more to safeguard the rights of civilians in a combat zone than any other army in the history of warfare"
This house believes that Israel's 2008-2009 military operations against Gaza were justified,"during the conflict, the Israel Defense Forces ""did more to safeguard the rights of civilians in a combat zone than any other army in the history of warfare","The headquarters of the United Nations Relief and Works Agency (UNRWA) was also shelled on January 15. There were 3 people injured and tons of food and fuel intended for 750,000 Palestinian refugees were destroyed [REF",nan,oppose,0.0377,"Topic: This house believes that Israel's 2008-2009 military operations against Gaza were justified Evidence: The headquarters of the United Nations Relief and Works Agency (UNRWA) was also shelled on January 15. There were 3 people injured and tons of food and fuel intended for 750,000 Palestinian refugees were destroyed [REF Generate an argument.","during the conflict, the Israel Defense Forces ""did more to safeguard the rights of civilians in a combat zone than any other army in the history of warfare"
This house believes that Israel's 2008-2009 military operations against Gaza were justified,"during the conflict, the Israel Defense Forces ""did more to safeguard the rights of civilians in a combat zone than any other army in the history of warfare","On January 7, Israel opened a humanitarian corridor to allow the shipment of aid into Gaza. The Israeli army agreed to interrupt fighting for three hours",nan,support,0.1463,"Topic: This house believes that Israel's 2008-2009 military operations against Gaza were justified Evidence: On January 7, Israel opened a humanitarian corridor to allow the shipment of aid into Gaza. The Israeli army agreed to interrupt fighting for three hours Generate an argument.","during the conflict, the Israel Defense Forces ""did more to safeguard the rights of civilians in a combat zone than any other army in the history of warfare"
This house believes that Israel's 2008-2009 military operations against Gaza were justified,"during the conflict, the Israel Defense Forces ""did more to safeguard the rights of civilians in a combat zone than any other army in the history of warfare","Senior Hamas official Mahmoud al-Zahar stated during the operation ""they [Israeli forces] shelled everyone in Gaza.. They shelled children and hospitals and mosques",nan,support,0.1,"Topic: This house believes that Israel's 2008-2009 military operations against Gaza were justified Evidence: Senior Hamas official Mahmoud al-Zahar stated during the operation ""they [Israeli forces] shelled everyone in Gaza.. They shelled children and hospitals and mosques Generate an argument.","during the conflict, the Israel Defense Forces ""did more to safeguard the rights of civilians in a combat zone than any other army in the history of warfare"
This house believes that Israel's 2008-2009 military operations against Gaza were justified,"during the conflict, the Israel Defense Forces ""did more to safeguard the rights of civilians in a combat zone than any other army in the history of warfare","On October 16, 2009 the former commander of the British forces in Afghanistan Col. Richard Kemp delivered a statement at UN Human Rights Council 12th Special Session. He testified: "" During Operation Cast Lead, the Israeli Defense Forces did more to safeguard the rights of civilians in a combat zone than any other army in the history of warfare. Israel did so while facing an enemy that deliberately positioned its military capability behind the human shield of the civilian population [REF",nan,support,0.3385,"Topic: This house believes that Israel's 2008-2009 military operations against Gaza were justified Evidence: On October 16, 2009 the former commander of the British forces in Afghanistan Col. Richard Kemp delivered a statement at UN Human Rights Council 12th Special Session. He testified: "" During Operation Cast Lead, the Israeli Defense Forces did more to safeguard the rights of civilians in a combat zone than any other army in the history of warfare. Israel did so while facing an enemy that deliberately positioned its military capability behind the human shield of the civilian population [REF Generate an argument.","during the conflict, the Israel Defense Forces ""did more to safeguard the rights of civilians in a combat zone than any other army in the history of warfare"
This house believes that Israel's 2008-2009 military operations against Gaza were justified,"during the conflict, the Israel Defense Forces ""did more to safeguard the rights of civilians in a combat zone than any other army in the history of warfare",Israel was widely criticised by human rights groups for using heavy firepower and causing hundreds of civilian casualties . A group of soldiers who took part in the conflict echoed the criticism through both the Israeli NGO Breaking the Silence and a special report by Israeli filmmaker Nurit Kedar that was shown on Britain's Channel 4 in January 2011 [REF,nan,support,0.1077,Topic: This house believes that Israel's 2008-2009 military operations against Gaza were justified Evidence: Israel was widely criticised by human rights groups for using heavy firepower and causing hundreds of civilian casualties . A group of soldiers who took part in the conflict echoed the criticism through both the Israeli NGO Breaking the Silence and a special report by Israeli filmmaker Nurit Kedar that was shown on Britain's Channel 4 in January 2011 [REF Generate an argument.,"during the conflict, the Israel Defense Forces ""did more to safeguard the rights of civilians in a combat zone than any other army in the history of warfare"
This house believes that Israel's 2008-2009 military operations against Gaza were justified,"during the conflict, the Israel Defense Forces ""did more to safeguard the rights of civilians in a combat zone than any other army in the history of warfare","The United Nations Fact Finding Mission on the Gaza Conflict concluded that the Israeli military operation was directed at the people of Gaza as a whole, in furtherance of an overall and continuing policy aimed at punishing the Gaza population, and in a deliberate policy of disproportionate force aimed at the civilian population [REF",nan,support,0.0909,"Topic: This house believes that Israel's 2008-2009 military operations against Gaza were justified Evidence: The United Nations Fact Finding Mission on the Gaza Conflict concluded that the Israeli military operation was directed at the people of Gaza as a whole, in furtherance of an overall and continuing policy aimed at punishing the Gaza population, and in a deliberate policy of disproportionate force aimed at the civilian population [REF Generate an argument.","during the conflict, the Israel Defense Forces ""did more to safeguard the rights of civilians in a combat zone than any other army in the history of warfare"
This house believes that Israel's 2008-2009 military operations against Gaza were justified,"during the conflict, the Israel Defense Forces ""did more to safeguard the rights of civilians in a combat zone than any other army in the history of warfare","On March 25, 2009, USA Based Human Rights Organization Human Rights Watch published a 71 page report titled Rain of Fire, Israel's Unlawful Use of White Phosphorus in Gaza and said that Israel's usage of the weapon was illegal . Donatella Rovera, Amnesty's researcher on Israel and the Occupied Palestinian Territories said that such extensive use of this weapon in Gaza's densely populated residential neighbourhoods is inherently indiscriminate. ""Its repeated use in this manner, despite evidence of its indiscriminate effects and its toll on civilians, is a war crime,"" she said [REF",nan,support,0.0864,"Topic: This house believes that Israel's 2008-2009 military operations against Gaza were justified Evidence: On March 25, 2009, USA Based Human Rights Organization Human Rights Watch published a 71 page report titled Rain of Fire, Israel's Unlawful Use of White Phosphorus in Gaza and said that Israel's usage of the weapon was illegal . Donatella Rovera, Amnesty's researcher on Israel and the Occupied Palestinian Territories said that such extensive use of this weapon in Gaza's densely populated residential neighbourhoods is inherently indiscriminate. ""Its repeated use in this manner, despite evidence of its indiscriminate effects and its toll on civilians, is a war crime,"" she said [REF Generate an argument.","during the conflict, the Israel Defense Forces ""did more to safeguard the rights of civilians in a combat zone than any other army in the history of warfare"
This house believes that Israel's 2008-2009 military operations against Gaza were justified,"during the conflict, the Israel Defense Forces ""did more to safeguard the rights of civilians in a combat zone than any other army in the history of warfare","In July 2009, the Israeli NGO Breaking the Silence published testimony from 26 soldiers (two junior officers and the rest is enlisted personnel) who took part in the Gaza assault and which claimed that the IDF used Gazans as human shields, improperly fired incendiary white phosphorus shells over civilian areas and used overwhelming firepower that caused needless deaths and destruction [REF",nan,oppose,0.0278,"Topic: This house believes that Israel's 2008-2009 military operations against Gaza were justified Evidence: In July 2009, the Israeli NGO Breaking the Silence published testimony from 26 soldiers (two junior officers and the rest is enlisted personnel) who took part in the Gaza assault and which claimed that the IDF used Gazans as human shields, improperly fired incendiary white phosphorus shells over civilian areas and used overwhelming firepower that caused needless deaths and destruction [REF Generate an argument.","during the conflict, the Israel Defense Forces ""did more to safeguard the rights of civilians in a combat zone than any other army in the history of warfare"
This house believes that Israel's 2008-2009 military operations against Gaza were justified,"during the conflict, the Israel Defense Forces ""did more to safeguard the rights of civilians in a combat zone than any other army in the history of warfare","Colonel Richard Kemp, former commander of British forces in Afghanistan, in his address to the UNHRC asserted that during the conflict, the Israel Defense Forces ""did more to safeguard the rights of civilians in a combat zone than any other army in the history of warfare"" and that Palestinian civilian casualties were a consequence of Hamas' way of fighting, which involved using human shields as a matter of policy, and deliberate attempts to sacrifice their own civilians. He added that Israel took extraordinary measures to give Gaza civilians notice of targeted areas and aborted potentially effective missions in order to prevent civilian casualties [REF",nan,support,0.3108,"Topic: This house believes that Israel's 2008-2009 military operations against Gaza were justified Evidence: Colonel Richard Kemp, former commander of British forces in Afghanistan, in his address to the UNHRC asserted that during the conflict, the Israel Defense Forces ""did more to safeguard the rights of civilians in a combat zone than any other army in the history of warfare"" and that Palestinian civilian casualties were a consequence of Hamas' way of fighting, which involved using human shields as a matter of policy, and deliberate attempts to sacrifice their own civilians. He added that Israel took extraordinary measures to give Gaza civilians notice of targeted areas and aborted potentially effective missions in order to prevent civilian casualties [REF Generate an argument.","during the conflict, the Israel Defense Forces ""did more to safeguard the rights of civilians in a combat zone than any other army in the history of warfare"
This house believes that Israel's 2008-2009 military operations against Gaza were justified,"during the conflict, the Israel Defense Forces ""did more to safeguard the rights of civilians in a combat zone than any other army in the history of warfare",two Givati Brigade Staff Sergeants were convicted by the Southern Command Military Court of using a Palestinian boy as a human shield. The soldiers had been accused of forcing nine year-old Majed R. at gunpoint to open bags suspected of containing bombs in the Tel al-Hawa neighborhood,nan,support,0.0806,Topic: This house believes that Israel's 2008-2009 military operations against Gaza were justified Evidence: two Givati Brigade Staff Sergeants were convicted by the Southern Command Military Court of using a Palestinian boy as a human shield. The soldiers had been accused of forcing nine year-old Majed R. at gunpoint to open bags suspected of containing bombs in the Tel al-Hawa neighborhood Generate an argument.,"during the conflict, the Israel Defense Forces ""did more to safeguard the rights of civilians in a combat zone than any other army in the history of warfare"
This house believes that Israel's 2008-2009 military operations against Gaza were justified,"during the conflict, the Israel Defense Forces ""did more to safeguard the rights of civilians in a combat zone than any other army in the history of warfare",The UN fact finding mission analysed the police institutions in Gaza from the time Hamas gained control. They concluded that the Gaza police were a civilian law-enforcement agency and that Israel's blanket targeting of the Gaza police was therefore a violation of international humanitarian law [REF,nan,oppose,0.0741,Topic: This house believes that Israel's 2008-2009 military operations against Gaza were justified Evidence: The UN fact finding mission analysed the police institutions in Gaza from the time Hamas gained control. They concluded that the Gaza police were a civilian law-enforcement agency and that Israel's blanket targeting of the Gaza police was therefore a violation of international humanitarian law [REF Generate an argument.,"during the conflict, the Israel Defense Forces ""did more to safeguard the rights of civilians in a combat zone than any other army in the history of warfare"
This house believes that Israel's 2008-2009 military operations against Gaza were justified,"during the conflict, the Israel Defense Forces ""did more to safeguard the rights of civilians in a combat zone than any other army in the history of warfare","In a damage assessment by the World Health Organization, 48% of the 122 health facilities assessed were found to be damaged or destroyed, 15 of Gaza's 27 hospitals and 41 primary health care centers suffered damages, and 29 ambulances were partially damaged or destroyed [REF",nan,support,0.0926,"Topic: This house believes that Israel's 2008-2009 military operations against Gaza were justified Evidence: In a damage assessment by the World Health Organization, 48% of the 122 health facilities assessed were found to be damaged or destroyed, 15 of Gaza's 27 hospitals and 41 primary health care centers suffered damages, and 29 ambulances were partially damaged or destroyed [REF Generate an argument.","during the conflict, the Israel Defense Forces ""did more to safeguard the rights of civilians in a combat zone than any other army in the history of warfare"
This house believes that Israel's 2008-2009 military operations against Gaza were justified,the livelihoods and assets of tens of thousands of Gaza civilians have been affected,"The headquarters of the United Nations Relief and Works Agency (UNRWA) was also shelled on January 15. There were 3 people injured and tons of food and fuel intended for 750,000 Palestinian refugees were destroyed [REF",nan,oppose,0.0732,"Topic: This house believes that Israel's 2008-2009 military operations against Gaza were justified Evidence: The headquarters of the United Nations Relief and Works Agency (UNRWA) was also shelled on January 15. There were 3 people injured and tons of food and fuel intended for 750,000 Palestinian refugees were destroyed [REF Generate an argument.",the livelihoods and assets of tens of thousands of Gaza civilians have been affected
This house believes that Israel's 2008-2009 military operations against Gaza were justified,the livelihoods and assets of tens of thousands of Gaza civilians have been affected,"On December 24, 2008 a rocket struck a bedroom of a family living in the Tel al-Hawa area in southern Gaza City critically wounding one man",nan,support,0.0909,"Topic: This house believes that Israel's 2008-2009 military operations against Gaza were justified Evidence: On December 24, 2008 a rocket struck a bedroom of a family living in the Tel al-Hawa area in southern Gaza City critically wounding one man Generate an argument.",the livelihoods and assets of tens of thousands of Gaza civilians have been affected
This house believes that Israel's 2008-2009 military operations against Gaza were justified,the livelihoods and assets of tens of thousands of Gaza civilians have been affected,"Along with a high casualty rate, there were multiple economic, industrial and medical effects of the Gaza War. The United Nations Development Programme warned that there will be long-term consequences of the attacks on Gaza because the livelihoods and assets of tens of thousands of Gaza civilians have been affected [REF",nan,support,0.2927,"Topic: This house believes that Israel's 2008-2009 military operations against Gaza were justified Evidence: Along with a high casualty rate, there were multiple economic, industrial and medical effects of the Gaza War. The United Nations Development Programme warned that there will be long-term consequences of the attacks on Gaza because the livelihoods and assets of tens of thousands of Gaza civilians have been affected [REF Generate an argument.",the livelihoods and assets of tens of thousands of Gaza civilians have been affected
This house believes that Israel's 2008-2009 military operations against Gaza were justified,the livelihoods and assets of tens of thousands of Gaza civilians have been affected,"Early estimates by independent contractors in Gaza say that Gaza lost nearly $2 billion in assets, including 4,000 homes destroyed [REF",nan,oppose,0.0667,"Topic: This house believes that Israel's 2008-2009 military operations against Gaza were justified Evidence: Early estimates by independent contractors in Gaza say that Gaza lost nearly $2 billion in assets, including 4,000 homes destroyed [REF Generate an argument.",the livelihoods and assets of tens of thousands of Gaza civilians have been affected
This house believes that Israel's 2008-2009 military operations against Gaza were justified,the livelihoods and assets of tens of thousands of Gaza civilians have been affected,"The IDF destroyed 600-700 factories, small industries, workshops and business enterprises throughout the Gaza Strip, 24 mosques, 31 security compounds, and 10 water or sewage lines [REF",nan,support,0.0857,"Topic: This house believes that Israel's 2008-2009 military operations against Gaza were justified Evidence: The IDF destroyed 600-700 factories, small industries, workshops and business enterprises throughout the Gaza Strip, 24 mosques, 31 security compounds, and 10 water or sewage lines [REF Generate an argument.",the livelihoods and assets of tens of thousands of Gaza civilians have been affected
This house believes that Israel's 2008-2009 military operations against Gaza were justified,the livelihoods and assets of tens of thousands of Gaza civilians have been affected,The World Health Organization said that 34 health facilities (8 hospitals and 26 primary health care clinics) were damaged over the course of the offensive,nan,support,0.1,Topic: This house believes that Israel's 2008-2009 military operations against Gaza were justified Evidence: The World Health Organization said that 34 health facilities (8 hospitals and 26 primary health care clinics) were damaged over the course of the offensive Generate an argument.,the livelihoods and assets of tens of thousands of Gaza civilians have been affected
This house believes that Israel's 2008-2009 military operations against Gaza were justified,the livelihoods and assets of tens of thousands of Gaza civilians have been affected,"A satellite-based damage assessment of the Gaza Strip by the United Nations revealed 2,692 destroyed and severely damaged buildings, 220 impact craters on roads and bridges with an estimated length of 167&nbsp;km (104&nbsp;mi) of paved and unpaved roads damaged, 714 impact craters on open ground or cultivated land with an estimated land area of 2,100 hectares (21&nbsp;km²), 187 greenhouses completely destroyed or severely damaged with an estimated area of 28 hectares (0.28&nbsp;km²), and 2,232 hectares (22.32&nbsp;km²) of demolished zones targeted by IDF bulldozers, tanks and phosphorus shelling [REF",nan,oppose,0.0556,"Topic: This house believes that Israel's 2008-2009 military operations against Gaza were justified Evidence: A satellite-based damage assessment of the Gaza Strip by the United Nations revealed 2,692 destroyed and severely damaged buildings, 220 impact craters on roads and bridges with an estimated length of 167&nbsp;km (104&nbsp;mi) of paved and unpaved roads damaged, 714 impact craters on open ground or cultivated land with an estimated land area of 2,100 hectares (21&nbsp;km²), 187 greenhouses completely destroyed or severely damaged with an estimated area of 28 hectares (0.28&nbsp;km²), and 2,232 hectares (22.32&nbsp;km²) of demolished zones targeted by IDF bulldozers, tanks and phosphorus shelling [REF Generate an argument.",the livelihoods and assets of tens of thousands of Gaza civilians have been affected
This house believes that Israel's 2008-2009 military operations against Gaza were justified,the livelihoods and assets of tens of thousands of Gaza civilians have been affected,"The United Nations Office for the Coordination of Humanitarian Affairs reported that the Gaza humanitarian crisis is significant and should not be understated. It also states that the situation is a ""human dignity crisis"" in the Gaza strip, entailing ""a massive destruction of livelihoods and a significant deterioration of infrastructure and basic services"". Fear and panic are widespread; 80% of the population could not support themselves and were dependent on humanitarian assistance [REF",nan,support,0.0862,"Topic: This house believes that Israel's 2008-2009 military operations against Gaza were justified Evidence: The United Nations Office for the Coordination of Humanitarian Affairs reported that the Gaza humanitarian crisis is significant and should not be understated. It also states that the situation is a ""human dignity crisis"" in the Gaza strip, entailing ""a massive destruction of livelihoods and a significant deterioration of infrastructure and basic services"". Fear and panic are widespread; 80% of the population could not support themselves and were dependent on humanitarian assistance [REF Generate an argument.",the livelihoods and assets of tens of thousands of Gaza civilians have been affected
This house believes that Israel's 2008-2009 military operations against Gaza were justified,the livelihoods and assets of tens of thousands of Gaza civilians have been affected,"According to the World Food Programme, the UN's Food and Agriculture Organization and Palestinian officials, between 35% and 60% of the agriculture industry was wrecked. With extensive damage occurring to water sources, greenhouses, and farmland. It is estimated that 60% of the agricultural land in the north of the Strip may no longer be arable [REF","[STUDY, EXPERT]",oppose,0.0588,"Topic: This house believes that Israel's 2008-2009 military operations against Gaza were justified Evidence: According to the World Food Programme, the UN's Food and Agriculture Organization and Palestinian officials, between 35% and 60% of the agriculture industry was wrecked. With extensive damage occurring to water sources, greenhouses, and farmland. It is estimated that 60% of the agricultural land in the north of the Strip may no longer be arable [REF Generate an argument.",the livelihoods and assets of tens of thousands of Gaza civilians have been affected
This house believes that Israel's 2008-2009 military operations against Gaza were justified,the livelihoods and assets of tens of thousands of Gaza civilians have been affected,"Extensive destruction was caused to commercial enterprises and to public infrastructure. According to Palestinian industrialists, 219 factories were destroyed or severely damaged during the Israeli military operation. They accounted as part of the 3% of industrial capacity that was operating after the Israeli blockade was imposed, which was mostly destroyed during the operation [REF",nan,oppose,0.06,"Topic: This house believes that Israel's 2008-2009 military operations against Gaza were justified Evidence: Extensive destruction was caused to commercial enterprises and to public infrastructure. According to Palestinian industrialists, 219 factories were destroyed or severely damaged during the Israeli military operation. They accounted as part of the 3% of industrial capacity that was operating after the Israeli blockade was imposed, which was mostly destroyed during the operation [REF Generate an argument.",the livelihoods and assets of tens of thousands of Gaza civilians have been affected
This house believes that Israel's 2008-2009 military operations against Gaza were justified,the livelihoods and assets of tens of thousands of Gaza civilians have been affected,"In a damage assessment by the World Health Organization, 48% of the 122 health facilities assessed were found to be damaged or destroyed, 15 of Gaza's 27 hospitals and 41 primary health care centers suffered damages, and 29 ambulances were partially damaged or destroyed [REF","[STUDY, EXPERT]",oppose,0.0667,"Topic: This house believes that Israel's 2008-2009 military operations against Gaza were justified Evidence: In a damage assessment by the World Health Organization, 48% of the 122 health facilities assessed were found to be damaged or destroyed, 15 of Gaza's 27 hospitals and 41 primary health care centers suffered damages, and 29 ambulances were partially damaged or destroyed [REF Generate an argument.",the livelihoods and assets of tens of thousands of Gaza civilians have been affected
This house believes that Israel's 2008-2009 military operations against Gaza were justified,the livelihoods and assets of tens of thousands of Gaza civilians have been affected,"An initial survey conducted by the United Nations Development Programme (UNDP) estimates that 14,000 homes, 68 government buildings, and 31 non-governmental organization offices (NGOs) were either totally or partially damaged, creating about 600,000 tonnes of concrete rubble needing to be removed [REF",nan,oppose,0.0566,"Topic: This house believes that Israel's 2008-2009 military operations against Gaza were justified Evidence: An initial survey conducted by the United Nations Development Programme (UNDP) estimates that 14,000 homes, 68 government buildings, and 31 non-governmental organization offices (NGOs) were either totally or partially damaged, creating about 600,000 tonnes of concrete rubble needing to be removed [REF Generate an argument.",the livelihoods and assets of tens of thousands of Gaza civilians have been affected
This house believes that Israel's 2008-2009 military operations against Gaza were justified,the livelihoods and assets of tens of thousands of Gaza civilians have been affected,"One year after the ceasefire approximately 20,000 people remained displaced [REF",nan,oppose,0.0435,"Topic: This house believes that Israel's 2008-2009 military operations against Gaza were justified Evidence: One year after the ceasefire approximately 20,000 people remained displaced [REF Generate an argument.",the livelihoods and assets of tens of thousands of Gaza civilians have been affected
This house believes that Israel's 2008-2009 military operations against Gaza were justified,life in much of southern Israel was paralyzed by Hamas rocket and mortar fire,"Between 2005 and 2007, Palestinian groups in Gaza fired about 2,700 locally made Qassam rockets into Israel, killing four Israeli civilians and injuring 75 others",nan,support,0.0833,"Topic: This house believes that Israel's 2008-2009 military operations against Gaza were justified Evidence: Between 2005 and 2007, Palestinian groups in Gaza fired about 2,700 locally made Qassam rockets into Israel, killing four Israeli civilians and injuring 75 others Generate an argument.",life in much of southern Israel was paralyzed by Hamas rocket and mortar fire
This house believes that Israel's 2008-2009 military operations against Gaza were justified,life in much of southern Israel was paralyzed by Hamas rocket and mortar fire,"In the year before the war, Hamas had fired over 3,300 rockets at Israel's Gaza periphery towns",nan,oppose,0.069,"Topic: This house believes that Israel's 2008-2009 military operations against Gaza were justified Evidence: In the year before the war, Hamas had fired over 3,300 rockets at Israel's Gaza periphery towns Generate an argument.",life in much of southern Israel was paralyzed by Hamas rocket and mortar fire
